cat1,cat10,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,favorite_count,hour,image,level,nadj,nadv,nemoji,nlevel,nword,orginal,padj,padv,pemoji,plevel,pnoun,punc1,punc2,punc3,pword,question,result,retweets_count,sarcasm,sentiment,text,time,tweet_id,url,user_name
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,3,0,0,0,1,0,0,0,0,1,I HAVE THIS COLORING BOOK AND I FEEL DUDE I FEEL COLORING BOOKS MAKE ME EVEN MORE STRESSED https://t.co/aInAlicto8,16-Feb-2017 (01:15:29.000000),832035640418172928,1,livtkm
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i feel blessed but i'm stressed,16-Feb-2017 (01:13:25.000000),832035119242186752,0,mf_kaylaa
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,1,0,1,2,0,0,0,1,0,0,0,0,1,Ugh settling drama while listening to #TLRTalk is just STRESS. One (drama) has to go but I feel bad becos I'm supposed to be a good friend,16-Feb-2017 (01:12:09.000000),832034801196490752,0,str1ct4ss
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,stress... feel like that's all I do now,16-Feb-2017 (01:08:38.000000),832033916882186240,0,__azzra
0,0,0,1,0,0,0,1,0,0,9,1,0,0,3,-1,0,-1,2,1,0,0,1,0,2,1,0,0,2,0,0,2,0,1,I feel bad for people who DON'T have to work and go to college.! They're not gonna be able to cope with stress in the real world 😬,16-Feb-2017 (01:06:52.000000),832033470037770240,0,jalen__lane
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,1,Having my cars heat on full blast gets me stressed bc I feel like the car is gonna blow up,16-Feb-2017 (01:04:11.000000),832032794838712320,0,draggggdollll
0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,1,0,1,3,0,0,0,1,0,0,0,0,1,@vanetita88 I have already finished my dialogue and I contribute with the new idea and I feel stressed by a lot of projects @eibybereche,16-Feb-2017 (01:02:26.000000),832032356231962624,0,ArtCafre
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,im so tired i feel sp stressed out,16-Feb-2017 (01:01:17.000000),832032064836874240,0,ftfiveofive
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I feel so stressed stressed stressed stressed stressed stressed stressed stressed stressed stressed stressed.,16-Feb-2017 (01:00:57.000000),832031981189865472,0,KattyPerry4U
0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,When my parents are stressed I feel so so so so so bad omg,16-Feb-2017 (01:00:53.000000),832031965599690752,0,dbrighttt
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,-1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,-1,I'm tired of people &amp; stress &amp; catching feelings for someone who doesn't care for you &amp; makes u feel like a small squirrel,16-Feb-2017 (00:59:46.000000),832031685088796672,0,jamie_jpg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,@findmereading I've had those feels when tired and/or stressed. Breathe. Hydrate. Think of puppies.,16-Feb-2017 (00:58:07.000000),832031270561538048,0,LilKearnsie
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,-1,Aw soo is so stressed I feel bad for saying I'd drag him if he didn't do well when in reality I'll probably be like eh and ignore it,16-Feb-2017 (00:57:00.000000),832030989182500864,0,thisjieuns
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,-1,0,-1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-1,"おやすみ
watching mafu nama made me feel less stressed about my future(?)
i tried to draw without outlines https://t.co/nmxIETTIOb",16-Feb-2017 (00:51:36.000000),832029628713795584,0,46_kumo
1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,"@vanetita88 @emajariso @ArtCafre I feel stressed because I have a lot of homework.
I am going to contribute in the record of those sounds.",16-Feb-2017 (00:50:45.000000),832029415542497280,0,eibybereche
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,"I feel so exhausted already, and its only now that all that thesis stress is gonna start. 😫😫😫😫",16-Feb-2017 (00:49:55.000000),832029206095810560,0,Sjaaa
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,3,0,0,0,0,1,i dont feel good at all and im sooo stressed this is perfect right now https://t.co/5kVBcj6YBH,16-Feb-2017 (00:49:27.000000),832029088428720128,0,britip12
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,2,0,0,0,0,1,Woke up this morning feeling so lost and so stressed but SO many things came together today and I can't help but feel overwhelmingly blessed,16-Feb-2017 (00:49:17.000000),832029046959661056,0,Sablinnnnnaa
0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,As senior's stress begins to disapate with their completion of the EE.... I can feel the stress of the juniors begin to rise 😓,16-Feb-2017 (00:48:19.000000),832028800758190080,0,calebbenson13
0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,-1,0,-1,0,1,0,0,0,0,3,0,1,1,0,1,0,0,0,-1,I don't know if I'm sick or this is a response to extreme stress &amp; panic BUT I feel like the ground beneath is kinda... swoopy ?,16-Feb-2017 (00:47:03.000000),832028483912073216,0,findmereading
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,3,1,0,1,2,3,0,0,3,0,0,0,0,1,Way less stressed after closing on the new house. I'm going to feel like a whole new person once we sign this one over!!!,16-Feb-2017 (00:46:05.000000),832028241942679552,0,DarchelleRenee
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,5,0,0,0,1,0,0,0,0,1,That's how I feel right now. I'm drowning and the stress just keeps hitting me and hitting me and I can't catch my breath.,16-Feb-2017 (00:39:34.000000),832026601365897216,0,BabyyBlondeGirl
0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,-1,0,-1,2,1,0,0,0,0,4,0,0,0,2,0,0,0,0,-1,I feel like quitting social media and just crying which I do every day. I hate my life so much and can't stress it enough.,16-Feb-2017 (00:35:46.000000),832025644091441152,0,TransPoet44
0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"i feel like vip will be released next wednesday, but i feel like it'll be announced this weekend... stress",16-Feb-2017 (00:32:01.000000),832024701492985856,0,illuminatejae
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,@ohwhatitsmeels nice i can feel the stress melting away already,16-Feb-2017 (00:30:41.000000),832024366871302144,0,HaroldBingo
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,I'm so stressed out that I feel like I'm about to be sick,16-Feb-2017 (00:27:33.000000),832023574655430656,0,vvurray
0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,-1,0,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,i feel so bad for people who get stuck on the road and hold up traffic...like imagine how stressed they are,16-Feb-2017 (00:22:13.000000),832022236185841664,0,jourdanclarke
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,2,0,0,2,0,0,0,0,1,I need peace or something that can make me feel happy right now. Fucking stress out!!,16-Feb-2017 (00:18:28.000000),832021289485340672,0,naomipamelag
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,I don't even know what it feels like anymore to not be completely stressed out🙄,16-Feb-2017 (00:17:51.000000),832021135776706560,0,makearns10
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,im angry now i feel the stress acne forming,16-Feb-2017 (00:16:59.000000),832020916544630784,0,GIRLINKPEN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I've been so stressed out for what feels like months now,16-Feb-2017 (00:12:21.000000),832019750180048896,0,SherlockHomo24
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,2,0,0,0,0,1,@NPR definitely feel more stressed. I may have to cut off life from social media and crawl under a rock.,16-Feb-2017 (00:11:42.000000),832019588154023936,0,maggiemoonpie
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,-1,"I feel like I'm watching SNL...""illegally, and I stress illegally"".... 🙄😂 https://t.co/3zQ0RoEz78",16-Feb-2017 (00:11:21.000000),832019500509839360,1,TheDotP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Day 10 part 2 of the #lazymomsfitnessjourney-I ate a croquetta. I'm so stressed tht I succumbed to the caloric glor… https://t.co/KxCvclJW6m,16-Feb-2017 (00:11:01.000000),832019415726170112,1,Duchess_Natasha
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,3,0,0,0,0,1,@PlinioMx I feel that exactly right now too and stressed lol,16-Feb-2017 (00:05:17.000000),832017973586051072,0,AnotherJuan_
0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,1,0,1,0,1,2,0,0,0,3,0,0,0,0,1,I look down at my ring and feel pure happiness then I look at this wedding checklist and feel pure stress. 💍📒 #ifyougotgoodadvicesenditmyway,16-Feb-2017 (00:04:52.000000),832017866954256384,0,jessiegknight
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,I'm so stressed out that I don't even feel stressed anymore,16-Feb-2017 (00:02:13.000000),832017199661449216,0,EmmaMcgarrity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Just remembered that I have to go to uni , Another reason to feel stressed 🙃",16-Feb-2017 (00:01:25.000000),832016997655408640,0,dinaa_mohammed
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,1,0,1,"Even when I'm feeling highly stressed, I still must find a way to feel #serenity
#EmbracingMyself #Peace #Love… https://t.co/d4vKQmbAxw",16-Feb-2017 (00:00:22.000000),832016734748020736,1,BeantownKitchen
0,0,0,0,0,0,0,1,0,0,0,23,0,0,1,-1,0,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,Tbh I'm drowning in homework and procrastinating is making it worse; I can literally feel my stress level rising,15-Feb-2017 (23:56:55.000000),832015867844100096,0,stem_inspired
0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,1,1,1,1,0,1,5,0,0,2,1,0,0,0,0,1,I feel like you shouldn't take certain things to heart. It just causes you stress yourself out over nothing.... https://t.co/8eR6MHV4qg,15-Feb-2017 (23:55:33.000000),832015523621793792,1,NyxMaiden
0,0,1,1,0,2,0,2,0,0,0,23,0,0,0,0,0,0,2,1,2,1,0,1,2,0,0,0,2,0,0,0,0,1,"I know so many ppl who stress because they can barely pay rent or get dental care, kinda hard to feel sympathy. https://t.co/BRBhoWXDeS",15-Feb-2017 (23:53:30.000000),832015009395806208,1,bcaton2
0,0,0,0,0,0,0,2,0,1,0,23,0,0,0,0,0,0,3,1,2,1,0,1,4,0,0,0,3,0,0,0,0,1,I love how I was over stress and had so much anxiety but once I listen to my music I just feel happy.,15-Feb-2017 (23:47:48.000000),832013573584941056,0,Dnice_awkward
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,I feel stressed tf out!! 😣,15-Feb-2017 (23:46:14.000000),832013179345567744,0,_stephhaanniiee
0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,3,1,1,1,1,1,2,1,0,0,3,0,0,0,0,1,"@LarryLNichols Thanks for the reminder, sometimes I feel very stressed after being FB /Twitter. So many opinions &amp; topics coming @ me! 😬",15-Feb-2017 (23:44:47.000000),832012815514923008,0,blue_jeans_gal
0,0,0,0,0,0,0,1,0,0,12,23,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,I wonder what it feels like to not stress about money.,15-Feb-2017 (23:44:28.000000),832012734703210496,0,GraceWaldfogle
0,0,0,1,0,0,0,0,0,0,0,23,0,0,3,-1,0,-1,2,1,0,0,0,0,4,0,0,0,2,0,0,0,0,-1,"It's terrible of me, but it's exhausting working with techs that are too old to problem solve on their own. I feel overly stressed",15-Feb-2017 (23:43:16.000000),832012433191493632,0,Sherlockian29
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,Wonder What It feels like to Be Stress free🤔😣. I haven't felt that in years....😬😕😕😕😞😞😞😞,15-Feb-2017 (23:43:09.000000),832012400807276544,0,K2DaGoat
0,0,0,0,0,0,0,1,0,0,1,23,0,0,2,-1,0,-1,1,1,0,0,0,0,4,1,0,0,1,0,0,0,0,-1,@cabeaux Yes! I find I feel less stress reading it all at once rather than anxiously watching it all unfold in real time.,15-Feb-2017 (23:42:30.000000),832012239674675200,0,AjaxBell
0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,"Watched Sicario before bed. Terrible idea. I feel very stressed out now. Though it is a great film, its not a relaxing one.",15-Feb-2017 (23:39:09.000000),832011397437480960,0,acertainsmile
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I should have to feel this way 😐#stressed @TodaysPurWoman,15-Feb-2017 (23:36:34.000000),832010747907600384,0,lolliypop41
0,0,0,0,0,0,0,1,0,0,23,23,0,0,0,0,0,0,2,1,2,1,0,1,4,0,0,0,2,0,0,26,0,1,I don't need any nigga who's going to make me feel like I need to check his phone or social media.. I'm too easy going for that stress,15-Feb-2017 (23:36:34.000000),832010747303571456,0,TASTElikeKYNdy
0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,1,1,0,1,0,1,4,0,0,0,1,0,0,0,0,1,Painting nails is one of my fave things. Calms me when I'm stressed &amp; makes me feel better when I'm poorly. All rea… https://t.co/UtXu7owL4y,15-Feb-2017 (23:34:41.000000),832010271426281472,1,alexie_bee
0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,whenever i feel stressed or sad i just watch my girls' competition video to remind me of how happy i was that day after stressing for months,15-Feb-2017 (23:32:32.000000),832009731149594624,0,joymeetsw0rld__
0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,-1,0,-1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,"Now I'm crawling away cuz the stress has killed me
I feel like I fell from a 10 story building.",15-Feb-2017 (23:32:00.000000),832009597187715072,0,satandatter
0,1,0,0,0,0,0,1,0,0,2,23,0,0,0,0,0,0,3,1,2,1,1,1,4,0,0,0,3,0,0,0,0,1,I get so much accomplished when I go to the library that when I leave I feel so relieved and stress free once again 😇😇😇😇😇😇,15-Feb-2017 (23:23:02.000000),832007338357878784,0,feliciakirsch
0,0,0,0,0,0,0,1,0,0,0,23,0,0,2,-1,0,-1,1,1,0,0,0,0,3,1,1,0,1,1,0,0,0,-1,"Well.. ppl say give thanks for what you have, cuz it cld be worse. Nuff time I stress bout @ManUtd.. but imagine how the Arsenal fans feel?!",15-Feb-2017 (23:21:38.000000),832006988477394944,0,who_name_andrew
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,My body cannot take anymore stress. I feel so disgusting.,15-Feb-2017 (23:17:43.000000),832006003201830912,0,rachellynn876
0,0,0,0,0,0,0,0,0,1,1,23,0,0,1,-1,0,-1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,I feel like I always look so stress-free and in reality I'm just a wreak that doesn't give a fuck 😂,15-Feb-2017 (23:16:54.000000),832005797253099520,0,KeepItChill94
0,0,0,0,0,1,0,1,0,0,1,23,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,@killharrystyIes I feel so privileged being high key stressed or having anxiety while also not wanting to get out of bed or change clothes,15-Feb-2017 (23:15:39.000000),832005481392644096,0,flickerechoes
0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,I am so stressed out w/ life right now! Feel like curling up in a ball n hitting pause..,15-Feb-2017 (23:14:30.000000),832005192052723712,0,Mckay01Carla
0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,1,1,1,1,0,1,5,0,0,0,1,0,0,0,0,1,"Like I don't know how much I need to stress it, to make me feel as if I have to compete for your attention is wack asf",15-Feb-2017 (23:14:28.000000),832005184960208896,0,___triciatricia
0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,-1,1,-1,1,1,0,0,0,0,4,0,2,0,1,1,0,0,0,-1,"Whyyyyyy does stress have to exacerbate Crohn's?? I barely slept, and when I did, it was fitful, and I feel awful today. 😒
#crohnslife",15-Feb-2017 (23:12:37.000000),832004718834675712,0,panda_inmypants
0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,-1,0,-1,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,-1,I'm so stressed I think I'm going to vomit? But at the same time I'm not stressed at all I just feel sorta numb,15-Feb-2017 (23:11:57.000000),832004550135599104,0,Recycled_Bees
0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I already feel the stress coming by just picking my classes for next year🤕,15-Feb-2017 (23:02:50.000000),832002255280705536,0,soffiaaone
0,0,0,0,0,0,0,2,0,0,1,23,0,0,2,-1,0,-1,2,1,0,0,0,0,3,0,0,0,2,0,0,0,0,-1,I feel like a giant ball of anxiety and stress the last two days. I have so much to do and I’m completely exhausted.,15-Feb-2017 (23:00:50.000000),832001754518650880,0,kayexplainsit
0,0,1,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,2,1,2,1,0,1,2,0,0,0,2,0,0,0,0,1,Enough time has passed that I feel ready to talk about how much the floating house stressed me out in Sleepless in Seattle.,15-Feb-2017 (23:00:43.000000),832001722545479680,0,TiffanyDOlsen
0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,1,2,1,0,1,2,0,0,0,3,0,0,0,0,1,"Feels so good to know what I exactly want to do with my life. No stress, just working towards my end goal. I have so many idea's.",15-Feb-2017 (23:00:00.000000),832001545126416384,0,K_Myers9
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,1,1,1,0,1,3,0,0,0,1,0,0,0,0,1,"I teach from a place of #relaxation. I feel there is so much stress in the world, that I wanted to offer the space… https://t.co/xzzTp43TPn",15-Feb-2017 (22:59:51.000000),832001506949881856,1,HarmonyHealing3
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,so whenever i feel sad or stressed i just look at it and i feel a lot better,15-Feb-2017 (22:50:06.000000),831999053420384256,0,stellarpcy
0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,4,1,2,1,0,1,2,0,4,1,4,1,0,0,0,1,I'm almost done solidifying both of my senior thesis topics...I'm not sure how to feel. Happy? Proud? Stressed? Old?,15-Feb-2017 (22:49:00.000000),831998775711379456,0,christinanrose
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,3,1,0,1,0,1,3,0,0,0,3,0,0,0,0,1,"Right now it's feels like Monday all over again head ache ,stress, light headed I was just fine. That's what happens I guess 🙄😔🤒",15-Feb-2017 (22:48:46.000000),831998716051595264,0,nijaljackson_
0,0,0,0,0,0,0,1,0,0,7,22,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,1,0,0,0,0,1,it sucks when I feel like I can run a half marathon but my stress fractures are like lol nah,15-Feb-2017 (22:40:47.000000),831996706803838976,0,Magdelena___
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,I passed it though.I also feel stressed 😩,15-Feb-2017 (22:40:27.000000),831996624079499264,0,lovelivelife444
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,I've been stressed out all day today. I don't even feel like myself.,15-Feb-2017 (22:34:18.000000),831995077174185984,0,_yungtbey
0,0,1,0,0,0,0,0,0,1,4,22,0,0,0,0,0,0,1,1,2,1,0,1,2,0,0,0,1,0,0,0,0,1,I feel overwhelmed with stress. I need a nice dinner and some chocolate strawberries,15-Feb-2017 (22:33:48.000000),831994951839993856,0,StephaniBader
0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,-1,0,-1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,-1,I've been panicking too much lately and it's starting to make me feel stressed,15-Feb-2017 (22:33:25.000000),831994855287033856,0,taiyopepper
0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,-1,1,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,I feel like if I understood Econ 323 I'd be a lot less stressed. 🙃,15-Feb-2017 (22:32:05.000000),831994519151337472,0,jkdavis_15
0,0,0,0,0,0,0,1,0,0,3,22,0,0,1,-1,1,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,I feel like I'm gunna get grey hair with the stress I've had in the last couple weeks 😩,15-Feb-2017 (22:31:55.000000),831994474242912256,0,kenziecassidyx
0,0,0,0,0,0,0,1,0,0,1,22,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,@donnawalker970 exactly. I would feel stressed in labour just knowing there wasn't a doctor -led unit nearby tbh,15-Feb-2017 (22:29:53.000000),831993966476324864,0,hey_whatsoever
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Why should I care,15-Feb-2017 (22:27:38.000000),831993399897100288,0,Feel_No_Stress
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I don't feel like getting up atm,15-Feb-2017 (22:27:23.000000),831993334101110784,0,Feel_No_Stress
0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,1,"Fuck, now I feel even more stressed, let me to smoke this entire pack of cigarettes",15-Feb-2017 (22:25:25.000000),831992842407051264,0,ItsGiosWorld
0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,-1,0,-1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,I've let the #dailybigmyselfup thing slide a bit recently. I feel constantly knackered and stressed so it's just hard to invent stuff.,15-Feb-2017 (22:23:16.000000),831992300616167424,0,EffBeeee
0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,-1,0,-1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,-1,"But minus the stress, I feel like I'm in a dream. I'm overreacting but I had given up or at least didnt think for it to be happening so soon",15-Feb-2017 (22:21:41.000000),831991899598712832,0,biebshappiness
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,0,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,I feel so stressed. All I want is to lay down and cry.,15-Feb-2017 (22:21:18.000000),831991806288080896,0,darianrayne_
0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,-1,0,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,Idk why i feel down and stressed at the same time. Tells self *you can do it,15-Feb-2017 (22:18:46.000000),831991165536722944,0,StephenFrnandz
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,I feel sorry for my lil stressed out head,15-Feb-2017 (22:17:59.000000),831990969708998656,0,kateswood
0,0,0,0,0,0,0,0,0,0,3,22,0,0,2,-1,0,-1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,-1,Idk like I'm hardly ever stressed and I feel bad for those that are constantly stressed out. Just free yourself.,15-Feb-2017 (22:15:38.000000),831990379021029376,0,ShelbyDuren17
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,1,1,1,0,1,3,0,1,0,2,1,0,0,0,1,"@SubtitledAnime still, it's one of the anime that made me feel rly happy nd like less stressed ? idk it was like magic i stg",15-Feb-2017 (22:13:09.000000),831989755399266304,0,umakunaritai_
0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,3,1,1,1,0,1,2,0,0,0,3,0,0,0,0,1,"Also, I feel ok right now, but don't know how much work/day-to-day stress I can actually handle without breaking again.",15-Feb-2017 (22:04:46.000000),831987645077127168,0,therealwyan
1,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,I feel so less stressed about having my #bowel removed in a few months after watching #hospital Our #NHS staff are wonderful,15-Feb-2017 (22:03:14.000000),831987259691905024,0,hfxSue
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,I feel so stressed out. I'm bout to take this L,15-Feb-2017 (22:01:50.000000),831986906388893696,0,AlexisDorsey17
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,"@CXIIMCM well that's wouldn't let me it feels like, especially accounts for how stressed out you know I am?",15-Feb-2017 (22:01:14.000000),831986756467752960,0,ItsGiosWorld
0,0,1,0,0,0,0,0,0,1,6,21,0,0,0,-1,0,-1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,-1,"""I feel like I haven't seen you sit down in 3 days I get stressed out just watching you"" 
-my roommate",15-Feb-2017 (21:56:53.000000),831985660173176832,0,bridgettmist
0,0,0,0,0,0,0,1,0,0,4,21,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,i feel like so much stress has been lifted off of me.,15-Feb-2017 (21:50:01.000000),831983933717958656,0,jakestojkovic
0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,-1,0,-1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,-1,I feel so sad they put so much effort into it felix even got so stressed and it just gets cancelled like that im in pain,15-Feb-2017 (21:47:12.000000),831983222472925184,0,brolamp
